Brand,Model_Info,Additional_Description,Locality,City,State,Price
1, name87 name0 6s plus 16gb storage great condition, warranty bill box accesories 1010011500 10100163900 availabe 1010095300 10100102200 101008900 photos uploded 1010011300 facilites availabe store 1010019100 price best deals availabe secondhand phones plz visit store 10100164600 store 10100164700 10100121200 101005100 10100164800 10100163600 10100121200 10100164200 1010062600 131 shop 12 opposite js 1010023000 10100163600 10100158600 411017 1010017000 1010010000 ask 10100164900 mention number 8888jj968818,534,15,5,15999
1, name0 7 128 gb black, grab iphone 7 excellent condition affordable price 27000rs 101006100 box charger earphone avaiable,897,1,3,27000
1, iphone 8 plus64gbbrand new condition, vivo s1 box piece original charger ear phones 25 days phone neat good condition internal storage 128gb ram 4gb camera front 32 1010021200 back camera 1682mp battery back 4500mh black color,145,17,7,36500
1, name87 name0 8 64gb accs clean condition, 10100000 8 64gb black color 15 month old dent scratch bill box accessories,640,15,5,38700
1, iphone 8 64gb gold fabulous condition, brand 101005400 condition good 101005400 101006100 accessories available fully tested 1010052200 1010011300 offers available 1010095300 10100102200 accepted 1010011500 10100159300 1010083100 1723 rs kedari road babajan chowk opposite bhopla chowk near shivaji 1010023000 pune camp 01 call 10100159400 8oo 8oo,193,15,5,29900
1, name0 7 128gb black, 101006000 2 32gb rom 3gb ram,193,15,5,23000
1, name87 name0 6 64gb internal storage brand new condition, bought iphone use iphone wanna sell android phone,1165,15,5,10499
1, name0 6 name92 64 gb, lg 10100300 5x 16 gbmobile perfectly working condition physical software issues persisting,600,11,4,16000
1, name0 6s name92 64gb, 10100000 8 256gb space grey colour good condition bill box charger exchange,352,13,5,20000
1, accessories box bill charger headphones, 10100000 6 32gb white gold,807,1,3,16000
1, name0 8 name92 64gb name119 name183 name51 network issue backglass, description,330,10,7,27000
1, iphone 7 plus 128gb name355 condition, 101006600 galaxy note 10 101009200 12gb ram 256gb 101001500 101001400 101004200 101004100 brand 101005400 condition 1010052600 10100175300 1 year 1010011400 remaining accessories 101006100 back 1010050800 10100800 free phone 1010011300 10100161500 1010080300 seeing 1010048300 please dont call message 1010011300 rates 1010095300 10100161600 10100102200 accepted 1010080300 get instant 1010071800 1010010200 1010024300 101005100 1010063400 spot 1010080300 seeing 10100161700 1010048300 please dont call message direct rates cant quote without seeing 10100161700 1010048300 1010080300 10100161800 10am 9pm 10100126500 7 1010024200 10100148600 1010040000 retail best 1010045900 10100151100 prices serve customers 10100161900,193,15,5,27900
1, name0 11 name49 11 name49 name229, hi im selling brand 101005400 10100000 11 101004900 11 101004900 1010022900 1010045700 1010045800 1010028300 1010045900 available 2 weeks available whatsapp,839,1,3,100000
1, name87 name0 nonbeatable price, 101008700 10100000 nonbeatable price,582,10,7,12000
1, name87 iphone xs max 64gb gold, 1010076200 101008700 10100000 7 32 gb 101007500 1010010300 1010076300 1010052200 1010076200 101008700 10100000 7 32 gb 101007500 1010010300 1010076400 brand 101008700 type 1010076200 101004100 101007500 1010010300 screen size 1010048000 47 1010037600 type 101003300 sim 101001900 capacity mah 1960 mah nonremovable 1010021500 1010018700 lte 1010035400 101001400 na 1010011400 1010076500 6 months seller 1010011400 1010076600 type 1010076700 101001600 12 1010021200 secondary 101001600 7 1010021200 ram 2 gb operating 10100500 os 1010027700 101001500 memory 32 gb display type 1010034600 display dual 101001600 1010011400 yes 1010011400 type 6 months seller 1010011400 1010010200 delivery,376,4,0,80000
1, name0 7 name92 128gb, good condition phone,578,0,1,32999
1, name1156 name269 complaints, 101005800 phone,328,11,4,999
1, phone 8 name92 64gb name42 name41, 101008700 10100000 1010041400 64gb 4 month ¥¥warranty available ¥¥ 1010095300 card 1010011500 available brand new condition original accessories available scratch dent exchange yet used interested call 1010095400 shop doubts call 9791157412 saravanan 1010095300 debit 1010037800 accepted 100 feet road 1010062600 location vadapalani 101008700 10100000 macbook ipad mobile ¥¥services done here¥¥,770,2,6,32500
1, name87 name0 5s 32gb golden great condition, 101008700 10100000 7 plus 32 accessories bill 600 iphones available 1010095300 1010037800 accepted 1010095300 1010037800 1010011500 available 1010062600 warranty pieces available prices fixed 1010095400 fb insta page olx profile 10100158800 1010023900 opposite 10100158900 10100159000 park 10100159100 10100158200 10100158600 10100159200 411042,162,15,5,7999
1, iphone 8 plus 64gb fantastic condition, 101006600 10100177700 1010057800 101004200 1010011400 till 1010029100 2020 good condition 101006100 101006200 1010014000 10100141900 condition 1010011500 10100163900 available 1010095300 10100102200 101008900 photos uploaded u may look 1010011300 facilities available store vaulation u visit store 1010019100 price best deals available 1010083100 store 10100164000 1010062600 4 10100121200 10100164100 101006600 service center beside kd 5 near 10100121200 10100164200 10100163600 1010017000 free ask queries mentioned 10100164300,193,15,5,38900
1, name0 7 128gb whitesilver one year old, iphone 128gb gold issues perfectly good condition slightly negotiatable 101008900 charger box bill new update ios 13,332,10,7,20000
1, name54 name950 2 box pack, phone new kandisan dual sim dual camera full 101008200 screen long battery backup full kit 10100117500 1010018700 spot slim pes aerjant sell bil box charger 10100117500 fix fix fix fix fix time pass vale bhav 10100117600 hi msg,325,0,1,10800
1, iphones seal packed available bill replacement warranty, iphones seal packed available bill replacement warranty models available cod amazing prices call 101006800 stock available 1010010700 clearance sale,124,1,3,17999
1, name123 name234, 23mp camera front 13mp finger print also,824,10,7,14000
1, name0 7 plus 128 gbnew condition, it’s like new phone problem it’s mint condition,559,1,3,34000
1, name414 max 256 gb gold brand new, 2mp primary camera 61 centimeters 24inch display 240 x 320 pixels resolution 1200mah lithiumion battery 1 year manufacturer warranty device accessories including contactus 1010014700 10100212200 600 pm 10100212300 new 101005000 3310 takes iconic silhouette original reimagines 2017,1190,10,7,110000
1, iphone 7 128gb, one month old phone single scratch damage awesome condition 101006100 box charger everything available 1010020300 sale 101003900 18 1010029900 2019,216,13,5,18500
1, iphone 7 32gb, iphone 6s 64 gb bill box rose gold colour available genuine condition 129shop murtimant complex relief 1010054300 1010099800,132,0,1,16500
1, name0 6s name753, get 3 months warranty used phone bill box charger earphone 1010052200 conditions good new fixed prices don’t negotiate located 1010052300 1010052400 part 1,740,4,0,13500
1, name0 7plus 256gb, 101005100 phone,495,11,4,34200
1, name54 name0 7 plus 256gb accessories 31999rs, 1010034200 problem nhi h bs tuck crack h working good tuch hone koi problem nhi h 1 year oldno bill boxonly 101005100 nd id urgent sale serious buyers,1,4,0,31999
1, iphone x 256gb, phone best working condition back side phone crack,552,13,5,50000
1, 8 plus 256 gb accessories silver color, updated new,212,11,4,20000
1, name0 7 32gbexcellent condition, 1010095300 card 1010011500 available models 1010012300 5s xs max brand new condition original££ accessories available scratch dent exchange yet used interested call 1010095400 shop doubts call 7845593133 10100242600 1010095300 debit 1010037800 accepted £ 1010062600 location vadapalani £ 101008700 10100000 macbook ipad mobile 1010097600 done,218,2,6,22000
1, name0 6s 64, 10100240300 one controller,597,13,5,25000
1, name0 6s 64gb name2565, wish ios updating version good sompth user good condition phone back side 2 dints thats future wise good performance,473,1,3,15999
1, name0 x 64gb silver dent sractches front n back, 1010011600 plus 128gb white color 1010012400 1010054600 brand new conditio 5 month old 7 month warranty available,654,8,2,41500
1, 64gb internal storage best condition, 101008700 10100000 6s 32gb accessories bill box 600 iphones available 1010095300 1010037800 accepted 1010095300 1010037800 1010011500 available 1010062600 warranty pieces available prices fixed 1010095400 fb insta page olx profile 10100158800 1010023900 opposite 10100158900 10100159000 park 10100159100 10100158200 10100158600 10100159200 411042,362,15,5,12000
1, name0 8 plus name148 name1 99 condition, 101008700 1010022400 1010013100 1010052600 pack 100 101008900 101008700 1010022400 2nd 10100101100 1 year 101008700 1010055200 1010011400 bill 1010095300 1010037800 accepted 1010011500 1010095100 10100101200 follow olx account latest 10100101300 details call us 1010016500 7878789797 1010095400 1010038400 3o4 10100101400 1010099300 10100101500 star bazar 10100101600 10100101700 10100101800 10100101900 1010099800 phone102000,333,0,1,33500
1, name87 name0 6, good condition,993,4,0,10000
1, name0 xs 64gb 8 months old, discount discount discount limited period 101008700 10100000 6s 64 gb box packed new prices 10100000 6 16gb 12500 10100000 6 32gb 13500 10100000 6 64gb 14500 10100000 6s 64gb 16700 10100000 7 32gb 22300 10100000 7 128gb 24500 10100000 8 plus 64gb 42000 100 percent original product one year warranty imported pieces 1010028300 etc new unused box packed accessories factory unlockedall indian sim working one year warranty reputed company fix price exchange available office gurgaon near huda 10100183300 centre sushant lok physically check buy whatsapp 9910350507,621,8,2,70000
1, name0 name554 brand new excellent condition warranty, excellent working condition,980,4,0,8500
1, 6s plus 64 gb, description,1068,2,6,16000
1, name87 name0 7 128gb storage great condition, 101008700 10100000 7 32gb gold accessories bill box 600 iphones available 1010095300 1010037800 accepted 1010095300 1010037800 1010011500 available 1010062600 warranty pieces available prices fixed 1010095400 fb insta page olx profile 10100158800 1010023900 opposite 10100158900 10100159000 park 10100159100 10100158200 10100158600 10100159200 411042,267,15,5,23200
1, name0 6s 32 name182, get 3 months warranty used phone bill box charger earphone 1010052200 conditions good new fixed prices don’t negotiate located 1010052300 1010052400 part 1,114,4,0,13500
1, name87 name950, glass cracked touch rest working fine charger ear phones spigen case phone box bill available,996,10,7,6999
1, name0 xs max 256gb, working condition negotiation please,495,11,4,75000
3, name397 q 7 4 64, 1 year old good condition brand new earphones accessories available original invoice 101007400 negotiable,644,13,5,12800
1, name350 offer sale today phone mobile, 10100000 6 16 gb sale bill cable 100 condition,401,0,1,15000
1, name0 8 plus 256 gb, clean neat mobile 10month usedno billno chargerlady less usedno scrchessno complintes9995714660,462,11,4,42000
1, name0 6 64gb, 10100000 6 1010014800 mob fixed price,601,1,3,10000
1, name0 introduces all‑new glass design, description,13,2,6,15500
1, name87 phone xs excellent condition seal pack name103 color limited sto, 3gb 101004600 32gb 101001500 good condition 10 months old,488,11,4,24000
1, name0 7 good condition 32gb, brand new sealed mobile box peace bill need urgent money 22999 today box price 30000 dont bargain,1012,15,5,16000
1, phone 8 plus warranty without single scratch, 9months warranty box good condition,39,10,7,22000
1, name0 7 32 gb brand new phone 10 days old, ram6gb internal128gb 2 month old billboxchargerearphone 1 back cover scratche bilkul new h 101005500 problem h,609,8,2,22000
1, name0 5s x variant showroom condition phones sale price starts, se32 gb model gonna,403,2,6,7700
1, name1857 64, 10100234000 colony,1119,13,5,11000
1, name87 name0 8 eight plus, selling mi redme note 5 pro mobile good condition boxbill charger,182,10,7,18800
1, iphone 7 128gb, 1010026900 phone 7 19500 32gb untuch condition,765,0,1,24999
